GameDuration,BlueTeamWin,BlueTeamTowersTaken,BlueTeamInhibitorsTaken,BlueTeamDragonsTaken,BlueTeamGrubsTaken,BlueTeamRiftheraldTaken,BlueTeamBaronTaken,BluePlayer1Role,BluePlayer1ChampionId,BluePlayer1GoldSpent,BluePlayer1Level,BluePlayer1Kills,BluePlayer1Deaths,BluePlayer1Assists,BluePlayer1CreepScore,BluePlayer1WardScore,BluePlayer2Role,BluePlayer2ChampionId,BluePlayer2GoldSpent,BluePlayer2Level,BluePlayer2Kills,BluePlayer2Deaths,BluePlayer2Assists,BluePlayer2CreepScore,BluePlayer2WardScore,BluePlayer3Role,BluePlayer3ChampionId,BluePlayer3GoldSpent,BluePlayer3Level,BluePlayer3Kills,BluePlayer3Deaths,BluePlayer3Assists,BluePlayer3CreepScore,BluePlayer3WardScore,BluePlayer4Role,BluePlayer4ChampionId,BluePlayer4GoldSpent,BluePlayer4Level,BluePlayer4Kills,BluePlayer4Deaths,BluePlayer4Assists,BluePlayer4CreepScore,BluePlayer4WardScore,BluePlayer5Role,BluePlayer5ChampionId,BluePlayer5GoldSpent,BluePlayer5Level,BluePlayer5Kills,BluePlayer5Deaths,BluePlayer5Assists,BluePlayer5CreepScore,BluePlayer5WardScore,RedTeamTowersTaken,RedTeamInhibitorsTaken,RedTeamDragonsTaken,RedTeamGrubsTaken,RedTeamRiftheraldTaken,RedTeamBaronTaken,RedPlayer1Role,RedPlayer1ChampionId,RedPlayer1GoldSpent,RedPlayer1Level,RedPlayer1Kills,RedPlayer1Deaths,RedPlayer1Assists,RedPlayer1CreepScore,RedPlayer1WardScore,RedPlayer2Role,RedPlayer2ChampionId,RedPlayer2GoldSpent,RedPlayer2Level,RedPlayer2Kills,RedPlayer2Deaths,RedPlayer2Assists,RedPlayer2CreepScore,RedPlayer2WardScore,RedPlayer3Role,RedPlayer3ChampionId,RedPlayer3GoldSpent,RedPlayer3Level,RedPlayer3Kills,RedPlayer3Deaths,RedPlayer3Assists,RedPlayer3CreepScore,RedPlayer3WardScore,RedPlayer4Role,RedPlayer4ChampionId,RedPlayer4GoldSpent,RedPlayer4Level,RedPlayer4Kills,RedPlayer4Deaths,RedPlayer4Assists,RedPlayer4CreepScore,RedPlayer4WardScore,RedPlayer5Role,RedPlayer5ChampionId,RedPlayer5GoldSpent,RedPlayer5Level,RedPlayer5Kills,RedPlayer5Deaths,RedPlayer5Assists,RedPlayer5CreepScore,RedPlayer5WardScore
3070,0,7,1,4,0,0,1,TOP,98,17300,20,9,10,28,273,54,JUNGLE,233,29950,18,32,13,10,262,58,MIDDLE,45,18800,18,15,17,16,327,24,BOTTOM,901,24700,18,11,13,26,366,44,SUPPORT,89,12905,18,2,19,27,62,126,13,7,4,3,1,2,TOP,420,24850,20,14,12,22,312,54,JUNGLE,76,25050,18,7,9,20,300,57,MIDDLE,7,19050,18,22,15,20,190,23,BOTTOM,81,23450,18,18,18,11,376,34,SUPPORT,161,16770,18,11,15,26,108,149
2102,1,11,4,4,2,0,2,TOP,86,14300,20,4,4,3,373,26,JUNGLE,950,17125,18,16,2,17,211,43,MIDDLE,161,12675,18,7,3,10,220,26,BOTTOM,81,18593,18,14,5,18,270,15,SUPPORT,63,10765,15,6,7,20,46,130,5,0,0,1,1,0,TOP,23,18100,20,6,3,3,414,40,JUNGLE,35,14300,16,8,7,6,179,31,MIDDLE,910,11450,17,0,12,9,252,43,BOTTOM,110,14200,15,6,15,2,252,28,SUPPORT,412,8470,14,1,10,6,50,115
2616,1,10,1,3,3,1,3,TOP,84,16150,20,5,10,13,254,17,JUNGLE,238,21675,18,22,6,15,253,45,MIDDLE,166,21350,18,15,8,11,287,25,BOTTOM,222,17670,18,7,9,14,329,64,SUPPORT,161,14450,18,5,6,21,105,138,6,0,3,0,0,0,TOP,897,16600,20,4,9,15,317,17,JUNGLE,77,18783,18,17,7,10,276,28,MIDDLE,38,13950,18,6,15,9,215,26,BOTTOM,15,22230,18,6,11,12,386,26,SUPPORT,235,18285,17,5,12,20,76,159
916,1,3,0,1,3,0,0,TOP,39,8125,12,8,2,3,118,9,JUNGLE,102,5550,10,4,1,5,85,11,MIDDLE,90,6525,11,3,3,5,126,8,BOTTOM,51,6350,9,5,2,3,79,15,SUPPORT,235,5175,8,4,4,11,9,8,0,0,1,0,0,0,TOP,133,4350,10,2,7,1,59,7,JUNGLE,254,4275,9,2,6,0,67,21,MIDDLE,103,5400,10,2,3,2,100,6,BOTTOM,18,4300,8,2,4,2,71,6,SUPPORT,223,4400,8,4,4,0,23,24
1653,0,4,0,1,3,0,0,TOP,82,9750,16,6,10,2,136,10,JUNGLE,234,10400,13,6,6,4,107,19,MIDDLE,157,9700,14,3,9,4,177,13,BOTTOM,21,7075,12,2,5,4,116,13,SUPPORT,147,7255,13,3,5,8,58,72,6,0,3,0,0,0,TOP,122,11050,17,10,5,3,163,23,JUNGLE,141,11350,18,11,3,9,168,9,MIDDLE,163,9875,15,5,5,12,199,30,BOTTOM,18,8600,14,5,3,2,144,26,SUPPORT,111,7550,13,3,4,17,38,60
1970,0,1,0,0,3,1,0,TOP,126,11110,16,1,6,1,244,19,JUNGLE,120,14400,18,5,4,4,257,21,MIDDLE,161,9825,15,3,5,1,220,32,BOTTOM,145,11400,14,4,9,2,244,25,SUPPORT,526,7390,13,0,7,8,58,93,8,1,4,0,0,1,TOP,893,11265,19,7,2,4,250,25,JUNGLE,246,12675,17,4,3,7,199,65,MIDDLE,84,11700,17,9,1,6,243,28,BOTTOM,81,15508,17,10,4,10,303,16,SUPPORT,43,9095,14,1,3,19,33,110
2246,0,5,0,3,0,1,1,TOP,110,16260,20,18,8,0,266,43,JUNGLE,887,12075,16,2,10,11,184,36,MIDDLE,7,17700,18,18,7,7,216,27,BOTTOM,222,15450,16,4,9,11,275,43,SUPPORT,902,8865,15,0,6,18,28,92,10,2,3,3,0,1,TOP,122,14350,20,7,10,7,269,27,JUNGLE,28,13100,18,9,7,10,170,50,MIDDLE,245,16850,18,15,5,7,266,38,BOTTOM,901,17150,17,3,10,14,319,32,SUPPORT,910,11875,16,6,10,16,57,80
2268,0,3,0,1,0,0,0,TOP,14,13500,19,4,8,9,234,31,JUNGLE,35,15587,16,10,10,6,147,28,MIDDLE,238,17100,18,6,7,6,303,31,BOTTOM,134,16900,17,3,4,6,314,23,SUPPORT,267,9715,15,1,10,14,63,142,11,1,4,3,1,2,TOP,106,14750,20,10,6,6,266,41,JUNGLE,19,14350,18,12,6,8,185,34,MIDDLE,103,14650,18,7,5,6,296,36,BOTTOM,804,18050,18,9,5,9,336,68,SUPPORT,902,11080,15,1,2,21,59,121
1732,0,3,0,0,3,1,0,TOP,24,11483,16,8,5,1,209,17,JUNGLE,32,8600,13,1,10,4,128,27,MIDDLE,127,10200,16,3,8,4,219,19,BOTTOM,51,10450,13,6,9,3,162,20,SUPPORT,101,8830,13,5,5,7,65,65,8,1,4,0,0,0,TOP,36,8650,18,7,2,10,223,29,JUNGLE,5,10600,15,3,7,7,170,21,MIDDLE,800,12475,17,14,4,6,221,24,BOTTOM,21,10675,13,2,9,8,184,22,SUPPORT,99,9360,15,11,1,16,86,101
2074,1,11,4,4,3,1,1,TOP,904,18850,20,16,2,11,291,32,JUNGLE,254,12775,18,6,3,12,170,44,MIDDLE,55,12150,17,9,7,12,204,23,BOTTOM,51,13000,16,10,10,12,216,14,SUPPORT,99,11580,16,9,7,21,62,77,3,0,1,0,0,0,TOP,887,13250,19,8,10,0,274,26,JUNGLE,120,13650,17,3,9,16,211,33,MIDDLE,103,15010,18,10,8,9,253,15,BOTTOM,145,14350,17,4,10,8,254,29,SUPPORT,111,9880,14,4,13,14,23,91
1720,1,10,1,2,1,0,1,TOP,39,13900,18,13,6,7,213,14,JUNGLE,72,9975,16,6,3,15,148,30,MIDDLE,7,9650,16,1,5,10,220,16,BOTTOM,800,13100,16,11,4,9,248,22,SUPPORT,432,8390,15,5,3,15,43,88,2,0,2,2,0,0,TOP,24,8683,15,4,12,6,151,22,JUNGLE,30,15100,17,10,9,5,232,32,MIDDLE,69,9425,17,3,4,4,233,30,BOTTOM,222,11560,13,3,7,4,201,18,SUPPORT,89,5910,12,1,4,7,30,69
2318,0,7,2,3,0,0,0,TOP,86,17850,20,14,10,3,309,28,JUNGLE,950,14500,18,13,7,11,206,55,MIDDLE,161,12050,18,7,5,7,224,53,BOTTOM,51,14050,16,6,9,8,221,47,SUPPORT,26,11425,16,3,5,24,80,106,11,3,3,3,1,2,TOP,122,17250,20,7,5,2,355,33,JUNGLE,64,14330,18,7,8,11,153,30,MIDDLE,99,14250,18,6,9,5,265,29,BOTTOM,498,17955,17,15,12,9,219,19,SUPPORT,37,11090,16,1,9,23,49,102
1632,0,3,0,0,0,0,0,TOP,67,10950,15,7,6,9,128,15,JUNGLE,104,8125,13,4,9,5,122,16,MIDDLE,90,8550,14,3,13,5,173,16,BOTTOM,901,11960,14,11,1,7,200,22,SUPPORT,111,7890,13,2,1,16,34,42,8,2,3,3,1,1,TOP,54,9335,15,2,7,7,142,25,JUNGLE,234,14250,17,19,2,1,208,25,MIDDLE,39,13050,16,9,5,5,214,15,BOTTOM,51,8400,14,0,4,5,204,20,SUPPORT,412,5950,11,0,9,1,29,54
1504,1,11,3,3,3,0,0,TOP,54,9000,16,2,1,10,168,15,JUNGLE,105,14700,16,26,2,1,151,27,MIDDLE,55,11350,15,8,6,5,204,15,BOTTOM,22,9225,14,5,6,11,179,14,SUPPORT,147,6175,10,0,7,10,25,60,2,0,0,0,1,0,TOP,17,7550,15,1,7,4,190,19,JUNGLE,59,8500,13,5,11,6,116,17,MIDDLE,103,8275,13,1,7,5,179,23,BOTTOM,21,14925,13,14,8,2,169,17,SUPPORT,89,6510,12,1,8,13,31,68
2062,0,3,0,0,1,0,0,TOP,17,12000,18,4,11,8,226,31,JUNGLE,141,12575,17,5,6,5,204,26,MIDDLE,517,13450,16,6,8,5,218,18,BOTTOM,34,15800,18,6,4,13,293,32,SUPPORT,99,9880,15,5,5,8,85,89,11,3,5,2,1,1,TOP,10,15800,20,8,4,7,316,33,JUNGLE,11,14725,18,8,7,8,196,40,MIDDLE,245,14960,18,10,4,4,227,44,BOTTOM,22,14800,17,4,7,10,266,33,SUPPORT,3,10990,16,4,4,14,92,74
2035,1,11,4,1,3,0,2,TOP,875,12950,18,7,9,7,204,27,JUNGLE,234,15500,18,9,4,10,220,36,MIDDLE,85,13750,17,6,8,11,272,54,BOTTOM,136,14500,18,10,2,9,267,27,SUPPORT,412,8885,14,1,7,17,38,107,4,0,4,0,0,0,TOP,150,14258,19,7,6,8,282,45,JUNGLE,246,16725,17,10,9,4,211,32,MIDDLE,711,14250,17,8,8,8,267,36,BOTTOM,235,12200,15,2,5,9,226,12,SUPPORT,16,9100,14,2,5,15,34,102
1191,0,0,0,0,3,0,0,TOP,245,6650,14,3,2,1,159,17,JUNGLE,80,6425,11,1,2,6,88,23,MIDDLE,31,6100,12,2,4,1,140,9,BOTTOM,110,7250,12,2,3,2,159,14,JUNGLE,147,5425,8,3,7,3,43,33,4,0,2,0,1,0,TOP,2,8100,14,2,4,2,185,7,JUNGLE,59,7000,12,1,2,8,114,15,MIDDLE,84,10550,14,10,0,1,195,10,BOTTOM,81,8558,12,4,4,5,166,9,SUPPORT,432,5920,10,1,1,10,34,60
1370,0,0,0,1,0,0,0,TOP,223,6150,13,1,6,1,109,15,JUNGLE,126,9300,12,2,7,3,124,17,MIDDLE,96,8210,13,3,8,1,170,9,BOTTOM,51,7175,12,1,7,1,182,16,SUPPORT,888,5100,10,1,3,1,31,51,11,3,2,3,1,0,TOP,78,10550,15,5,0,6,160,10,JUNGLE,32,8100,14,6,0,7,131,9,MIDDLE,4,11575,14,6,3,5,185,17,BOTTOM,15,11025,13,8,1,9,209,20,SUPPORT,412,7130,12,6,4,12,28,31
1548,0,4,0,0,0,1,0,TOP,777,13385,16,8,4,2,247,26,JUNGLE,28,11040,14,5,5,4,155,20,MIDDLE,517,11325,15,5,5,3,218,16,BOTTOM,222,8825,12,2,9,0,194,9,SUPPORT,201,6630,11,0,6,8,28,87,10,1,4,3,0,1,TOP,875,7450,15,0,7,5,167,20,JUNGLE,120,14000,18,9,2,7,196,22,MIDDLE,105,12750,16,10,6,7,238,15,BOTTOM,895,13050,15,9,2,4,229,12,SUPPORT,497,7175,13,1,3,15,49,76
1406,0,1,0,0,2,1,0,TOP,54,5650,13,1,6,3,118,20,JUNGLE,104,7850,12,0,9,1,137,24,MIDDLE,7,8325,14,6,2,1,193,22,BOTTOM,222,10850,13,3,5,6,232,25,SUPPORT,40,5015,10,2,3,3,26,56,10,2,4,1,0,1,TOP,31,11125,17,11,2,1,227,34,JUNGLE,11,10150,14,8,3,3,125,15,MIDDLE,161,8225,14,4,3,4,163,30,BOTTOM,18,9050,14,2,2,4,210,22,SUPPORT,526,5885,11,0,2,11,44,78
1815,1,11,4,2,1,1,1,TOP,114,12058,18,6,3,6,217,20,JUNGLE,517,10750,16,6,6,10,175,34,MIDDLE,55,11350,15,10,3,6,165,29,BOTTOM,51,13300,15,14,1,12,255,17,SUPPORT,350,7975,15,4,0,29,8,47,1,0,2,2,0,0,TOP,17,10000,15,2,8,4,189,23,JUNGLE,131,10825,15,6,8,3,173,36,MIDDLE,79,11250,16,4,4,3,209,20,BOTTOM,81,9258,13,0,10,8,174,19,SUPPORT,161,6925,12,1,10,5,59,87
2188,0,8,2,2,0,0,2,TOP,92,12760,18,1,14,3,221,25,JUNGLE,121,14325,18,7,9,15,170,29,MIDDLE,103,14625,18,10,8,6,240,42,BOTTOM,29,24775,18,39,9,2,228,29,SUPPORT,53,10455,17,0,11,28,43,96,10,3,3,3,0,0,TOP,223,16150,20,20,7,14,175,31,JUNGLE,96,14275,18,7,9,9,213,41,MIDDLE,63,17160,18,19,15,8,229,25,BOTTOM,804,12300,15,3,14,3,215,37,SUPPORT,25,9235,15,2,12,15,46,91
1753,0,3,0,0,0,0,1,TOP,74,9300,17,2,6,5,204,26,JUNGLE,20,9100,14,4,11,10,120,16,MIDDLE,238,16525,17,14,4,5,220,24,BOTTOM,51,11150,14,5,7,5,189,23,SUPPORT,902,7215,14,0,9,14,32,60,10,2,4,3,1,0,TOP,8,12675,19,9,2,5,242,21,JUNGLE,11,11050,15,6,8,3,145,28,MIDDLE,103,8810,15,4,6,10,174,21,BOTTOM,18,16500,15,15,5,7,202,13,SUPPORT,147,8300,14,3,5,16,40,63
2348,1,10,3,3,3,1,1,TOP,157,10000,19,2,12,2,173,30,JUNGLE,777,15750,18,15,9,8,226,32,MIDDLE,55,20600,18,33,8,10,231,37,BOTTOM,63,15415,18,7,10,16,281,43,SUPPORT,57,12880,18,5,3,21,99,75,3,0,3,0,0,0,TOP,114,15308,19,8,13,5,259,24,JUNGLE,56,20150,18,16,12,1,232,14,MIDDLE,8,11200,17,3,17,7,200,33,BOTTOM,110,15708,17,7,11,8,246,14,SUPPORT,161,11590,16,7,9,9,79,70
1597,0,2,0,0,1,0,0,TOP,58,8550,14,1,7,1,218,24,JUNGLE,246,8900,13,3,10,3,121,26,MIDDLE,103,9400,15,2,6,1,229,14,BOTTOM,157,9550,12,4,8,1,222,14,SUPPORT,235,7320,12,1,4,7,32,60,8,1,2,2,1,0,TOP,31,11090,17,8,1,5,220,22,JUNGLE,203,9183,12,7,0,3,115,28,MIDDLE,131,16300,16,17,2,6,214,21,BOTTOM,101,9075,14,0,4,8,197,20,SUPPORT,111,7685,13,3,4,18,30,91
1496,0,3,0,2,3,0,0,TOP,516,9280,15,1,5,3,167,19,JUNGLE,245,9575,13,4,10,4,112,20,MIDDLE,166,12050,14,8,8,6,166,12,BOTTOM,145,11500,13,7,11,8,194,11,SUPPORT,555,10755,13,11,5,7,22,64,9,1,2,0,0,0,TOP,157,10450,16,3,4,5,238,17,JUNGLE,876,14075,16,13,3,9,183,22,MIDDLE,163,11625,15,9,8,10,197,22,BOTTOM,4,12875,13,14,11,10,119,23,SUPPORT,201,6650,12,0,5,24,20,48
1074,1,3,0,0,3,0,0,TOP,58,6275,13,2,3,0,140,14,JUNGLE,56,8400,13,9,1,2,142,21,MIDDLE,112,6475,13,1,0,3,173,4,BOTTOM,30,8400,12,11,10,5,139,4,SUPPORT,37,6875,11,5,2,14,44,39,0,0,2,0,1,0,TOP,19,6800,14,3,2,0,175,7,JUNGLE,107,6345,10,2,9,3,66,21,MIDDLE,103,5700,12,0,2,3,155,15,BOTTOM,22,6550,10,4,9,5,110,10,SUPPORT,518,6895,9,7,6,5,47,47
1449,0,4,0,0,3,1,0,TOP,86,11458,16,9,5,0,215,20,JUNGLE,57,7900,13,1,6,6,139,32,MIDDLE,42,10733,15,4,1,2,255,9,BOTTOM,222,8800,12,1,11,3,179,16,SUPPORT,1,6325,11,1,6,7,40,64,2,0,3,0,0,0,TOP,904,8283,15,3,5,1,176,15,JUNGLE,887,10250,15,5,3,7,177,24,MIDDLE,38,9000,14,6,3,4,178,17,BOTTOM,360,12150,15,11,4,6,237,16,SUPPORT,432,8250,13,4,1,18,36,62
2045,0,2,0,1,0,0,0,TOP,14,10950,18,1,5,7,250,20,JUNGLE,75,13233,16,7,6,5,202,23,MIDDLE,101,13175,17,7,4,4,246,16,BOTTOM,81,9708,14,1,4,0,148,9,BOTTOM,136,10880,15,1,10,8,168,58,11,2,4,3,0,1,TOP,17,12775,19,3,2,3,312,31,JUNGLE,107,13950,18,12,6,3,209,34,MIDDLE,90,13125,18,3,2,3,325,20,BOTTOM,63,13060,16,8,5,6,220,13,SUPPORT,412,9335,15,3,3,15,69,85
1639,0,2,0,0,2,0,0,TOP,11,7600,14,0,8,1,169,22,JUNGLE,92,12700,15,8,4,1,181,24,MIDDLE,112,8100,14,0,8,4,200,8,BOTTOM,51,12450,15,5,4,4,262,25,SUPPORT,43,6360,13,1,9,7,29,62,11,2,4,1,0,1,TOP,114,12833,19,9,1,2,259,30,JUNGLE,121,10525,17,9,0,7,201,49,MIDDLE,893,9950,17,7,2,4,232,24,BOTTOM,22,11350,15,4,4,6,224,18,JUNGLE,432,7095,12,4,7,12,25,83
1984,0,5,0,3,3,1,0,TOP,5,12675,17,9,11,8,158,18,JUNGLE,234,13350,16,7,8,4,168,31,MIDDLE,238,10500,16,2,8,9,194,13,BOTTOM,804,16825,16,10,4,5,284,39,SUPPORT,201,8450,14,1,5,14,23,51,10,3,2,0,0,2,TOP,777,14400,19,13,11,7,210,38,JUNGLE,950,11150,17,5,7,10,162,18,MIDDLE,134,12950,17,7,2,8,249,26,BOTTOM,51,14350,17,11,5,7,246,16,SUPPORT,412,8475,15,0,4,21,36,52
1255,0,0,0,0,0,0,0,TOP,266,6600,13,3,5,2,126,13,JUNGLE,80,6750,12,2,4,4,125,14,MIDDLE,910,5250,11,1,9,4,126,5,BOTTOM,29,6400,10,7,8,2,84,14,SUPPORT,117,5050,10,2,7,3,37,27,8,1,3,3,1,0,TOP,79,5700,13,0,6,5,108,14,JUNGLE,131,9125,14,10,1,2,136,23,MIDDLE,105,8800,14,10,0,3,171,9,BOTTOM,145,9150,12,10,5,6,155,13,SUPPORT,111,6780,11,3,3,17,16,44
1092,0,0,0,0,3,0,0,TOP,58,4775,12,0,2,0,156,17,JUNGLE,28,7425,11,3,4,1,92,15,MIDDLE,134,5850,11,1,9,2,121,12,BOTTOM,202,5500,10,2,3,1,147,8,SUPPORT,147,4515,9,0,4,3,27,28,2,0,2,0,0,0,TOP,904,6933,14,2,0,1,169,15,JUNGLE,59,8200,13,8,1,6,123,34,MIDDLE,555,7137,13,9,2,3,98,9,BOTTOM,235,7500,11,2,2,8,152,4,SUPPORT,267,4855,10,1,1,11,41,34
1656,1,8,1,2,3,0,1,TOP,82,9050,17,2,7,5,187,28,JUNGLE,131,11800,16,8,4,14,170,17,MIDDLE,127,11000,17,8,3,12,243,29,BOTTOM,21,14555,15,16,6,6,231,20,SUPPORT,497,8870,14,1,4,28,43,92,2,0,2,0,1,0,TOP,92,10600,16,6,7,2,182,24,JUNGLE,60,12175,14,8,5,3,166,32,MIDDLE,246,8975,14,2,8,4,214,22,BOTTOM,360,11550,13,7,7,5,211,19,SUPPORT,89,7245,12,1,8,10,28,72
1491,0,2,0,1,3,1,0,TOP,82,12150,16,10,2,3,193,19,JUNGLE,120,9405,12,3,10,3,112,7,MIDDLE,103,7800,14,1,5,3,189,16,BOTTOM,360,7300,12,1,11,4,157,16,SUPPORT,412,5775,11,1,7,4,45,49,11,2,3,0,0,0,TOP,48,10900,17,3,6,0,240,14,JUNGLE,131,9300,16,6,3,9,169,26,MIDDLE,711,9175,14,13,2,9,177,31,BOTTOM,222,11150,14,13,5,13,193,19,SUPPORT,902,6580,13,0,0,25,26,42
2007,1,7,1,1,3,0,0,TOP,420,11500,19,1,3,4,327,39,JUNGLE,141,13450,17,5,6,6,225,27,MIDDLE,517,13250,17,14,7,8,174,36,BOTTOM,21,14200,15,9,11,3,216,32,SUPPORT,35,9980,15,4,7,11,67,59,4,0,3,0,0,0,TOP,150,12258,18,5,2,7,229,28,JUNGLE,102,12350,16,4,7,12,168,14,MIDDLE,134,13825,16,7,7,9,235,38,BOTTOM,29,17610,16,17,12,6,250,20,SUPPORT,117,8855,14,1,5,22,40,94
1483,0,1,0,1,0,0,0,TOP,41,6900,12,2,18,1,109,4,JUNGLE,421,13300,15,13,3,5,139,15,MIDDLE,134,6575,13,1,9,6,130,25,BOTTOM,498,9350,13,5,4,2,175,14,SUPPORT,26,6575,12,1,5,8,41,46,7,1,3,3,0,0,TOP,5,16350,18,28,4,0,203,21,JUNGLE,104,8450,13,1,5,5,128,27,MIDDLE,161,9950,15,8,3,3,212,21,BOTTOM,236,8050,11,1,6,5,151,13,SUPPORT,12,5500,10,1,4,2,20,46
1978,0,3,0,2,3,0,0,TOP,27,13950,18,3,6,5,259,20,JUNGLE,59,12645,15,7,11,6,137,32,MIDDLE,518,10680,16,2,7,4,206,15,BOTTOM,901,14225,15,7,10,7,226,10,SUPPORT,161,11885,14,9,8,5,76,99,9,1,3,0,0,1,TOP,240,14850,20,9,2,11,283,28,JUNGLE,102,15533,18,13,2,8,233,30,MIDDLE,1,12950,17,9,10,6,219,6,BOTTOM,136,14850,16,7,8,9,235,28,SUPPORT,21,9140,14,4,6,11,83,86
1618,1,11,2,2,3,1,0,TOP,82,11725,18,14,2,6,184,38,JUNGLE,28,11730,16,10,3,7,155,42,MIDDLE,800,10600,13,4,9,5,183,16,BOTTOM,804,8850,13,3,5,2,189,24,SUPPORT,89,6650,11,2,7,7,28,69,1,0,1,0,0,0,TOP,41,9400,15,1,6,8,168,10,JUNGLE,120,8925,13,3,8,13,135,21,MIDDLE,84,11050,15,12,7,7,157,14,BOTTOM,21,9705,13,8,6,8,138,21,SUPPORT,12,5900,11,2,6,17,17,53
1930,0,3,0,1,0,0,0,TOP,92,11750,17,6,13,9,162,22,JUNGLE,799,16550,16,16,7,7,150,28,MIDDLE,25,10800,17,4,10,14,175,20,BOTTOM,21,18200,17,13,7,9,281,14,SUPPORT,201,7770,14,0,8,20,26,61,9,3,4,3,1,2,TOP,223,12300,18,10,9,13,125,31,JUNGLE,234,14050,17,15,5,10,150,24,MIDDLE,63,11600,17,9,8,8,197,13,BOTTOM,145,13650,17,10,8,11,232,16,SUPPORT,43,9530,14,1,9,21,34,98
1391,0,1,0,0,3,0,0,TOP,799,8375,14,5,5,1,164,19,JUNGLE,67,8375,13,4,4,2,151,30,MIDDLE,800,9150,14,8,6,0,201,18,BOTTOM,360,7275,12,0,10,4,142,11,SUPPORT,111,5770,10,1,3,9,19,33,7,0,3,0,1,1,TOP,43,6450,15,2,4,6,140,27,JUNGLE,154,10500,16,7,1,8,148,23,MIDDLE,119,11550,14,5,8,3,184,9,BOTTOM,901,11550,15,9,1,6,204,20,SUPPORT,25,7320,12,5,4,7,55,60
2240,0,8,1,1,2,1,1,TOP,55,17750,18,19,11,4,209,28,JUNGLE,107,13275,16,7,13,1,176,25,MIDDLE,223,11950,18,4,9,10,208,23,BOTTOM,901,16900,17,6,6,14,284,36,SUPPORT,25,10650,15,4,8,18,39,63,8,1,4,1,0,1,TOP,6,8800,18,3,7,6,150,29,JUNGLE,9,15725,18,8,10,18,176,66,MIDDLE,81,16230,18,10,10,13,212,20,BOTTOM,67,17750,18,16,6,8,278,38,SUPPORT,101,12310,18,10,7,24,84,75
2458,0,4,0,2,3,1,0,TOP,164,15883,20,6,7,5,311,43,JUNGLE,35,14550,18,6,3,9,180,47,MIDDLE,910,15200,18,7,3,6,352,31,BOTTOM,119,16250,17,5,7,3,311,18,SUPPORT,267,9160,15,2,8,10,47,103,10,2,4,0,0,1,TOP,58,14500,20,6,8,5,324,34,JUNGLE,59,17525,18,11,4,11,255,37,MIDDLE,90,17450,18,4,6,7,394,34,BOTTOM,235,17150,17,5,5,8,297,34,SUPPORT,223,11130,16,2,3,8,60,93
918,0,0,0,0,0,0,0,TOP,20,2950,10,0,7,0,55,9,JUNGLE,11,4625,9,1,4,1,87,9,MIDDLE,90,4500,10,0,4,0,125,9,BOTTOM,110,5600,9,3,5,1,123,4,SUPPORT,26,3900,8,0,4,4,32,39,4,0,1,3,0,0,TOP,154,9550,13,9,0,5,149,6,JUNGLE,24,5858,11,2,0,5,95,19,MIDDLE,101,6375,12,2,0,4,136,6,BOTTOM,221,5600,10,3,4,2,141,10,SUPPORT,555,6327,9,8,0,6,17,18
2019,1,8,1,2,1,0,0,TOP,5,13200,18,8,11,7,204,37,JUNGLE,56,13150,17,10,12,16,159,14,MIDDLE,90,16750,18,11,6,14,282,15,BOTTOM,202,14750,16,9,6,20,206,18,SUPPORT,25,10325,15,4,8,22,47,74,11,2,3,2,1,1,TOP,122,15058,19,13,7,6,215,20,JUNGLE,234,15500,17,13,10,10,173,33,MIDDLE,1,12300,17,3,7,20,187,18,BOTTOM,145,15200,16,11,10,9,224,22,SUPPORT,76,10805,14,3,8,18,31,87
2245,1,9,2,2,0,1,1,TOP,238,17100,20,11,8,4,300,17,JUNGLE,104,14450,18,8,11,14,247,29,MIDDLE,41,15480,18,9,7,15,240,26,BOTTOM,29,14400,17,11,4,10,261,26,SUPPORT,432,10420,17,3,10,23,56,131,6,1,3,3,0,1,TOP,126,15250,20,11,13,3,251,28,JUNGLE,72,16450,18,10,2,13,241,45,MIDDLE,54,18600,18,11,5,8,305,24,BOTTOM,235,14300,17,5,8,15,218,20,SUPPORT,111,9675,15,3,14,13,58,128
1261,1,9,1,2,0,1,0,TOP,904,7358,15,4,4,1,177,5,JUNGLE,76,7650,14,6,3,8,131,21,MIDDLE,131,11300,13,9,6,9,168,18,BOTTOM,119,15775,13,12,2,6,193,10,SUPPORT,89,5135,11,0,4,15,24,56,2,0,0,3,0,0,TOP,99,7050,14,4,5,3,152,12,JUNGLE,64,7100,11,3,8,4,104,12,MIDDLE,105,8300,13,5,10,2,137,12,BOTTOM,895,8900,12,6,6,3,164,12,SUPPORT,902,4765,11,1,2,8,20,32
2329,1,14,4,5,3,0,1,TOP,58,18250,20,13,10,11,327,23,JUNGLE,33,18300,18,14,9,23,137,47,MIDDLE,7,20360,18,23,11,8,219,33,BOTTOM,99,18100,18,17,12,17,202,34,SUPPORT,63,14080,18,8,15,24,89,83,5,0,1,0,0,1,TOP,114,16033,20,6,14,8,297,16,JUNGLE,107,27625,18,21,18,14,220,30,MIDDLE,127,15760,18,5,18,13,249,20,BOTTOM,21,21200,18,17,14,8,290,20,SUPPORT,50,14030,18,8,11,16,62,54
